pathway	pval	padj	log2err	ES	NES	size	leadingEdge
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	0.00508652293709462	0.0471863324828471	0.407017918923954	-0.629945534578238	-1.69229321588836	16	AKR1B1/DAB2/ADM/TSPO/DKK3
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	0.000420037118357244	0.00879418334157872	0.49849310876659	-0.613515176080474	-1.88543495459537	27	AKR1B1/DAB2/AKR1C1/AKR1C3/AKR1C2/ADM/DHRS9/TSPO/DKK3/AKR1C4/SCNN1B/BMP2/CYP46A1
GOBP_CALCIUM_ION_HOMEOSTASIS	0.000823347946776137	0.0138291600244306	0.477270815362862	-0.321064239750595	-1.47909155105284	270	CALB2/TRDN/CYBA/GSTO1/CCL13/MCUB/CCL3/CCL19/ZNHIT1/SLC24A3/THADA/P2RX7/HTR2B/TMEM178A/JPH2/HEXB/CXCL9/FKBP1A/APLNR/CALM1/CAV1/MCUR1/NOL3/STC2/P2RY6/CXCL10/ATP2A1/SLC35G1/BAX/STC1/BCAP31/MICU1/TMEM64/RASA3/TRPV4/FASLG/RGN/LHCGR/CALM2/CCL15/SLC8B1/THY1/TRPM2/CCL21/RYR1/JPH4/TMEM165/TMEM203/GRIK2/SCGN/F2R/MCU/CCL14/FIS1/SNX10/HERPUD1/TMCO1/SMDT1/CCR1/FKBP1B/DMPK/GRM1/CASQ1/ABCC6/PKD2/XCR1/HTR2A/HRC/MCOLN2/DRD1
GOBP_CALCIUM_ION_TRANSPORT	0.00349553748715334	0.036963942372351	0.431707695803346	-0.289086833288369	-1.36491886196034	353	P2RX6/TMEM37/TRDN/HOMER3/CYBA/GSTO1/ANXA2/MCUB/CCL3/CCL19/SLC24A3/NCS1/CD4/P2RX7/HTR2B/JPH2/CD84/CXCL9/FKBP1A/GNAI2/APLNR/CALM1/CAMK2G/REM1/CAV1/MCUR1/NOL3/CACNA2D1/STC2/P2RY6/PLPP4/TSPO/CXCL10/NALCN/HES1/ATP2A1/PSEN2/ANXA2P2/ZMPSTE24/SLC35G1/BAX/STC1/MICU1/RASA3/TRPV4/CCL2/FASLG/LHCGR/SUMO1/CALM2/SCN11A/CD33/SLC8B1/THY1/NMUR1/TRPM2/CCL21/RAMP3/RYR1/JPH4/TMEM165/GRIN2D/F2R/CDK5/MCU/MYLK/TMCO1/CACNB1/SMDT1/CCR1/FKBP1B/CACNA2D3/CASQ1/VMP1/RGS4/PKD2/SEC61A1/GRIN3A/SCN9A/LILRB1/XCR1/HTR2A/CABP5/HRC/TRPM4/MIR34A/MCOLN2/DRD1
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	0.00282248119375663	0.031798648078735	0.431707695803346	-0.307397139588637	-1.42101453564965	283	S100A4/RHOA/LGALS1/GSTP1/TNIP1/HSPB1/HLA-DRB1/CD74/UBE2V1/LILRB4/PYCARD/CCL19/CD4/PLEKHG5/LURAP1L/PRDX4/HTR2B/SHARPIN/RBX1/LGALS9/TLR7/ECT2/FKBP1A/TRIM6/RHOC/BTK/TNFRSF19/JMJD8/FADD/GAPDH/ARRB2/CARD19/NFKBIB/IKBKB/TREM2/IKBKE/TNFSF10/MYD88/TRIM38/OPTN/PLK2/FASLG/TFG/TRADD/PPM1N/TMEM9B/ANGPT1/LAMTOR5/DAB2IP/WDR83/NDFIP1/HMOX1/CCL21/IRAK1/SLC44A2/F2R/SQSTM1/TSPAN6/TFRC/DDRGK1/CC2D1A/S100A13/RIPK2/TLR3/GOLT1B/TNIP2/PINK1/SUMO4/NLRC3/LPAR1
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	0.000420621682801701	0.00879418334157872	0.49849310876659	0.304106222515775	1.45795188571826	276	TCF7/PTEN/WNT3/FGF10/MAPK14/MESP1/CHD8/LRRK2/SHISA6/TBL1X/FZD4/LIMD1/BCL9L/AMER1/GLI3/RSPO3/INVS/ADNP/TTC21B/STK3/LGR6/TMEM198/UBR5/LRP6/DVL1/VPS35/USP34/PYGO1/PRICKLE1/FOXO1/USP8/LGR4/DDX3X/TNKS2/TNN/LATS1/FZD7/GNAQ/GSK3B/KLF4/FAM53B/LEF1/CCDC88C/ZEB2/EDN1/CCAR2/LRP5/EMD/USP47/HDAC1/LZTS2/MCC/MLLT3/TCF7L1/WLS/NOTCH1/CSNK1E/WNK1/TLE1/TBX18/STK4/RECK/ZNF703/LATS2/OTULIN/FRAT2/TNKS/SOX2/SFRP2/EGFR/TCF7L2/BCL9/GSK3A/FRMD8/AXIN2/CSNK1G3/IGFBP4/DVL2/SNAI2/CTNND1/AXIN1/CYLD/CSNK1G2/PRDM15/GID8/FUZ/CDH2/CSNK1D/ASPM/PPM1A/DRAXIN/TLE3/WNT5A
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	0.000230710573612972	0.00594110244325044	0.518848077743792	0.351575785819076	1.60724869763142	185	PPARA/PC/ADIPOQ/PDK2/NR3C1/IGF1/EP300/OGT/SLC25A1/WDR5/FUT10/GYG2/GPT2/GYS1/ADCYAP1R1/PCK1/ST3GAL6/RANBP2/SOGA1/FUT4/ACADM/AP2A1/CHST15/DDB1/FOXO1/PER2/SIK1/PARP1/PGAM2/GSK3B/CD244/ST6GALNAC6/PCK2/G6PD/SIRT1/GCK/IRS1/GBE1/PRKG1/INSR/GPT/CRY1/CHST8/B4GALT1/PPP4R3B/TCF7L2/PPARGC1A/GSK3A/LEPR/UST
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	3.00998020100235e-05	0.00145045283547311	0.575610261071129	-0.418244742880761	-1.80507051677697	153	CST3/HEXA/GDA/GLB1/TYMP/NUDT1/HINT1/GM2A/ENTPD4/AMPD3/RENBP/FUCA2/HEXB/DCTPP1/CD44/ALDH1A1/GNS/GLA/NEIL2/BTK/VNN1/GPC1/FUCA1/ITPA/MAN1A1/NPL/APOBEC3C/NTHL1/NUDT18/BPGM/HPRT1/NUDT11/CHI3L2/NUDT9/AOAH/ABHD10/PRTFDC1/GNPDA1/NUDT7/UPP1/HMMR/MAN1B1/MANBA/CHI3L1/IDUA/NUDT10/LYVE1/ACOT7/PDE7B/HOGA1/OVGP1/SGSH/CDADC1/MAN1A2
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	2.45825132091456e-05	0.00123343393596816	0.575610261071129	0.289938090830407	1.4755468730846	489	NCOA2/PPARA/SLC2A4/PC/STBD1/ADIPOQ/PDK2/NR3C1/PDK1/MAPK14/BRAF/IGF1/EP300/HECTD4/PGGHG/PRKAG2/GPD2/GLYCTK/SLC4A4/PHKA2/OGT/CBFA2T3/DHTKD1/FOXK1/SLC25A1/WDR5/PMM1/GBA2/GPD1L/GK/FUT10/RORC/INPPL1/GYG2/GPT2/RB1CC1/GYS1/GLB1L/ADCYAP1R1/PCK1/SLC2A3/RORA/EDEM1/ST3GAL6/ST8SIA5/RANBP2/SLC2A1/SOGA1/GNE/DCXR/PIK3CA/FUT4/POMK/ACADM/ACACB/AP2A1/FABP5/CHST15/CS/DDB1/FOXO1/PER2/SIK1/HDAC4/PARP1/SLC3A2/PGAM2/ST8SIA4/GSK3B/CD244/HIF1A/WDTC1/SLC4A1/SHPK/ST6GALNAC6/ADIPOR1/LRP5/ARNT/HK1/HYAL3/KCNJ11/PCK2/G6PD/SIRT1/MLYCD/BCKDK/GIT1/GCK/MAN2A2/DUSP12/PFKFB4/IRS1/ME1/NPC1/GBE1/GALT/GALK2/DLAT/B4GALT3/TALDO1/PRKG1/INSR/CHST2/SLC2A5/GPT/GANAB/MLEC/CRY1/CHST8/MGAM/MTOR/PRKAA2/PDHB/B3GAT1/B4GALT1/FPGT/NEU3/PPP4R3B/TCF7L2/PPARGC1A/SLC5A2/GSK3A/LEPR/RPTOR/ST8SIA2/PDHA1/UST/MOGAT1
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	0.00226298902633253	0.0276370049594666	0.431707695803346	0.36226520002013	1.5387171180046	109	KLF15/SLC2A4/ADIPOQ/MAPK14/BRAF/IGF1/PRKAG2/AQP9/OSBPL8/APPL1/PIK3R1/SORT1/SLC2A3/SLC2A1/MIR223/FABP5/GRB10/FFAR4/EDN1/AQP7/ABCB11/IRS1/RSC1A1/YES1/INSR/SLC2A5/MEF2A/NFE2L2/SLC5A2/GSK3A
GOBP_CARDIAC_CELL_DEVELOPMENT	5.02728015520659e-05	0.00220430383021536	0.557332238758646	0.491808586889577	1.96198960409626	73	RGS2/PPARA/ALPK3/VEGFA/IGF1/FHOD3/SPRY1/PDLIM5/LARGE1/MYO18B/HNRNPU/PRICKLE1/MAML1/EDN1/G6PD/PLEC/MEIS1/SRF/NOTCH1/TOMM70/TBX18/PRKG1/MEF2A/MTOR/GSK3A/OBSL1/MAP2K4/MYH11/YY1/SMAD4/BVES/TCAP/SGCD/JAG1
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	9.31558612617338e-05	0.00335844130933969	0.538434096309916	0.425736061113278	1.79038225727146	104	RGS2/PPARA/ALPK3/IRX3/VEGFA/IGF1/FHOD3/MESP1/PDLIM5/LARGE1/MYO18B/HNRNPU/ACADM/PRICKLE1/SOX6/SIK1/MAML1/FZD7/EDN1/G6PD/PLEC/MEIS1/SRF/TOMM70/TBX18/PRKG1/SYNE1/MEF2A/MTOR/AKAP13/KDM6B/GSK3A/OBSL1/MAP2K4/MYH11/YY1/RARB/SMAD4/DLL1/BVES/ACVR1/TCAP/KCNJ8/SGCD/SLC9A1/GATA6
GOBP_CARDIOCYTE_DIFFERENTIATION	0.000162304960126216	0.00478750449051087	0.518848077743792	0.385209585745282	1.68065487754479	134	RGS2/PPARA/ALPK3/IRX3/VEGFA/IGF1/FHOD3/MESP1/SPRY1/DHX36/PDLIM5/LARGE1/MYO18B/HNRNPU/ACADM/PRICKLE1/SOX6/SIK1/MAML1/FZD7/EDN1/G6PD/PLEC/MEIS1/SRF/NOTCH1/TOMM70/TWIST1/TBX18/PRKG1/SYNE1/MEF2A/CITED2/MTOR/AKAP13/KDM6B/EGFR/GSK3A/OBSL1/MAP2K4/MYH11/YY1/RARB/SMAD4/DLL1/BVES/MAPK1/ACVR1/TCAP/KCNJ8/SGCD/JAG1/SLC9A1/GATA6
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	0.00370956686829151	0.0384956544732938	0.431707695803346	-0.444553615458577	-1.66239708452183	63	DAB2/AKR1C1/AKR1C3/ALDH3B1/ALDH1A2/PARK7/ALDH1A1/TKFC/PNKD/ALDH2/ALDOB/ALDH1A3/DKK3/AKR1A1/PNPO/AKR7A2/GRHPR/ALDH3A1/HAGH/DHRS4L1/SCNN1B/ALDH3A2/BMP2
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	0.000126516961555763	0.00401333811057136	0.518848077743792	0.354724529277186	1.63423178214352	190	LPIN1/PPARA/LPIN2/VPS54/ADIPOQ/HADH/PLIN5/ABHD5/SORL1/LPL/SGPL1/INPP5F/GCDH/PLCG1/PCCA/APOB/HADHA/ETFA/ECI1/PLD1/ABHD3/GBA2/ACER2/CPS1/PCK1/SCP2/LONP2/PLBD1/ECI2/ACADM/LDLR/ACACB/IVD/CYP4F3/TYSND1/PCCB/PLA2G4B/SLC27A2/PRDX6/AUH/CPT1B/ABCD2/PCK2/ABHD2/MLYCD/PEX13/ABCB11/ACER3/IRS1/ABCD1/SMPD4/TWIST1
GOBP_CELLULAR_OXIDANT_DETOXIFICATION	0.000747721582383268	0.0128592259415525	0.477270815362862	-0.4479026911639	-1.72754485097173	78	GSTP1/MGST1/GPX1/TXN/NQO1/GPX4/GSTO1/PRDX1/SOD3/PRDX4/GSTK1/PARK7/TXNRD1/PTGES/TXNDC17/FBLN5/ALOX5AP/SOD1/TPO/SRXN1/TP53INP1
